,wk_ending,itemdesc,totunits,wavg_price,agc_atpd,total_week_units,item_proportion,rev,adus
44,2013-02-09,Beef Category,347243.0,1.65,1302.1999999999998,1547199.0,0.22443331465441743,572950.95,49606.142857142855
45,2013-02-09,Big Mac,38730.0,3.69,1302.1999999999998,1547199.0,0.025032332621724808,142913.7,5532.857142857143
46,2013-02-09,Cheeseburger,56132.0,0.99,1302.1999999999998,1547199.0,0.03627975457584965,55570.68,8018.857142857143
47,2013-02-09,Chicken Category,203117.0,2.05,1302.1999999999998,1547199.0,0.13128046230640014,416389.85,29016.714285714286
48,2013-02-09,Core QP and QPC,34025.0,3.71,1302.1999999999998,1547199.0,0.021991353407027795,126232.75,4860.714285714285
49,2013-02-09,Hamburger,18522.0,0.89,1302.1999999999998,1547199.0,0.0119713107363694,16484.58,2646.0
50,2013-02-09,Large Burgers,84716.0,3.87,1302.1999999999998,1547199.0,0.05475443042556258,327850.92,12102.285714285714
51,2013-02-09,McChicken,70653.0,1.0,1302.1999999999998,1547199.0,0.04566510190350433,70653.0,10093.285714285714
52,2013-02-09,McDouble,107747.0,1.0,1302.1999999999998,1547199.0,0.0696400398397362,107747.0,15392.42857142857
53,2013-02-09,Total All Day Breakfast Items,295328.0,1.54,1302.1999999999998,1547199.0,0.1908791306095725,454805.12,42189.71428571428
54,2013-02-09,Total Fries,290986.0,1.43,1302.1999999999998,1547199.0,0.18807276891983513,416109.98,41569.42857142857
55,2013-02-16,Beef Category,341768.0,1.7,1367.2112903225807,1555545.0,0.219709490885831,581005.6,48824.0
56,2013-02-16,Big Mac,37181.0,3.69,1367.2112903225807,1555545.0,0.02390223362229958,137197.88999999998,5311.571428571428
57,2013-02-16,Cheeseburger,57239.0,0.99,1367.2112903225807,1555545.0,0.036796749692230055,56666.61,8177.0
58,2013-02-16,Chicken Category,204450.0,1.88,1367.2112903225807,1555545.0,0.1314330347241642,384366.0,29207.14285714286
59,2013-02-16,Core QP and QPC,33257.0,3.8,1367.2112903225807,1555545.0,0.021379645076163016,126376.59999999999,4751.0
60,2013-02-16,Hamburger,18362.0,0.89,1367.2112903225807,1555545.0,0.01180422295722721,16342.18,2623.1428571428573
61,2013-02-16,Large Burgers,82694.0,3.88,1367.2112903225807,1555545.0,0.053160789305356,320852.72,11813.42857142857
62,2013-02-16,McChicken,70711.0,1.0,1367.2112903225807,1555545.0,0.04545737988936353,70711.0,10101.57142857143
63,2013-02-16,McDouble,107795.0,1.0,1367.2112903225807,1555545.0,0.06929725594566534,107795.0,15399.285714285714
64,2013-02-16,Total All Day Breakfast Items,301322.0,1.45,1367.2112903225807,1555545.0,0.1937083144492766,436916.89999999997,43046.0
65,2013-02-16,Total Fries,300766.0,1.37,1367.2112903225807,1555545.0,0.19335088345242343,412049.42000000004,42966.57142857143
66,2013-02-23,Beef Category,333998.0,1.68,1305.0758064516128,1527144.0,0.21870760059300237,561116.64,47714.0
67,2013-02-23,Big Mac,36241.0,3.59,1305.0758064516128,1527144.0,0.02373122639384367,130105.18999999999,5177.285714285715
68,2013-02-23,Cheeseburger,56571.0,0.99,1305.0758064516128,1527144.0,0.03704365796545709,56005.29,8081.571428571428
69,2013-02-23,Chicken Category,203735.0,1.96,1305.0758064516128,1527144.0,0.13340916115310672,399320.6,29105.0
70,2013-02-23,Core QP and QPC,32781.0,3.99,1305.0758064516128,1527144.0,0.021465559239993087,130796.19,4683.0
71,2013-02-23,Hamburger,18225.0,0.89,1305.0758064516128,1527144.0,0.011934041583504895,16220.25,2603.5714285714284
72,2013-02-23,Large Burgers,81223.0,3.8,1305.0758064516128,1527144.0,0.053186209028094275,308647.39999999997,11603.285714285714
73,2013-02-23,McChicken,70846.0,1.0,1305.0758064516128,1527144.0,0.04639117201783198,70846.0,10120.857142857143
74,2013-02-23,McDouble,104489.0,1.0,1305.0758064516128,1527144.0,0.06842118359499824,104489.0,14927.0
75,2013-02-23,Total All Day Breakfast Items,293436.0,1.45,1305.0758064516128,1527144.0,0.19214690952523142,425482.2,41919.42857142857
76,2013-02-23,Total Fries,295599.0,1.36,1305.0758064516128,1527144.0,0.19356327890493627,402014.64,42228.42857142857
77,2013-03-02,Beef Category,344640.0,1.71,1430.9951612903226,1614215.0,0.21350315788169483,589334.4,49234.28571428572
78,2013-03-02,Big Mac,35986.0,3.59,1430.9951612903226,1614215.0,0.02229318894942743,129189.73999999999,5140.857142857143
79,2013-03-02,Cheeseburger,60015.0,0.99,1430.9951612903226,1614215.0,0.0371790622686569,59414.85,8573.57142857143
80,2013-03-02,Chicken Category,223268.0,1.96,1430.9951612903226,1614215.0,0.13831366949260165,437605.27999999997,31895.428571428572
81,2013-03-02,Core QP and QPC,33307.0,4.02,1430.9951612903226,1614215.0,0.020633558726687585,133894.13999999998,4758.142857142857
82,2013-03-02,Hamburger,19499.0,0.89,1430.9951612903226,1614215.0,0.012079555697351344,17354.11,2785.5714285714284
83,2013-03-02,Large Burgers,81942.0,3.76,1430.9951612903226,1614215.0,0.05076275465164182,308101.92,11706.0
84,2013-03-02,McChicken,73024.0,1.0,1430.9951612903226,1614215.0,0.04523808786314091,73024.0,10432.0
85,2013-03-02,McDouble,108474.0,1.0,1430.9951612903226,1614215.0,0.06719922686878761,108474.0,15496.285714285714
86,2013-03-02,Total All Day Breakfast Items,321378.0,1.44,1430.9951612903226,1614215.0,0.19909243812007693,462784.32,45911.142857142855
87,2013-03-02,Total Fries,312682.0,1.36,1430.9951612903226,1614215.0,0.19370529947993298,425247.52,44668.857142857145
88,2013-03-09,Beef Category,331474.0,1.66,1443.725806451613,1597815.0,0.2074545551268451,550246.84,47353.42857142857
89,2013-03-09,Big Mac,29910.0,3.59,1443.725806451613,1597815.0,0.018719313562583904,107376.9,4272.857142857143
90,2013-03-09,Cheeseburger,60178.0,0.99,1443.725806451613,1597815.0,0.03766268310161064,59576.22,8596.857142857143
91,2013-03-09,Chicken Category,239878.0,1.73,1443.725806451613,1597815.0,0.15012876960098634,414988.94,34268.28571428572
92,2013-03-09,Core QP and QPC,28574.0,3.98,1443.725806451613,1597815.0,0.0178831717063615,113724.52,4082.0
93,2013-03-09,Hamburger,19866.0,0.89,1443.725806451613,1597815.0,0.012433229128528647,17680.74,2838.0
94,2013-03-09,Large Burgers,70846.0,3.66,1443.725806451613,1597815.0,0.04433930085773384,259296.36000000002,10120.857142857143
95,2013-03-09,McChicken,70605.0,1.0,1443.725806451613,1597815.0,0.04418846987917875,70605.0,10086.42857142857
96,2013-03-09,McDouble,109514.0,1.0,1443.725806451613,1597815.0,0.06853984973229066,109514.0,15644.857142857143
97,2013-03-09,Total All Day Breakfast Items,323931.0,1.43,1443.725806451613,1597815.0,0.20273373325447563,463221.32999999996,46275.857142857145
98,2013-03-09,Total Fries,313039.0,1.35,1443.725806451613,1597815.0,0.19591692404940497,422602.65,44719.857142857145
99,2013-03-16,Beef Category,326591.0,1.71,1430.0467741935483,1570481.0,0.20795603385204914,558470.61,46655.857142857145
100,2013-03-16,Big Mac,29212.0,3.59,1430.0467741935483,1570481.0,0.018600670749916746,104871.08,4173.142857142857
101,2013-03-16,Cheeseburger,59760.0,0.99,1430.0467741935483,1570481.0,0.03805203628697195,59162.4,8537.142857142857
102,2013-03-16,Chicken Category,245183.0,1.77,1430.0467741935483,1570481.0,0.15611968562497733,433973.91000000003,35026.142857142855
103,2013-03-16,Core QP and QPC,28491.0,3.83,1430.0467741935483,1570481.0,0.018141575733803848,109120.53,4070.1428571428573
104,2013-03-16,Hamburger,19641.0,0.89,1430.0467741935483,1570481.0,0.012506359516606695,17480.49,2805.8571428571427
105,2013-03-16,Large Burgers,70038.0,3.81,1430.0467741935483,1570481.0,0.04459652807006261,266844.78,10005.42857142857
106,2013-03-16,McChicken,68962.0,1.0,1430.0467741935483,1570481.0,0.04391138765766667,68962.0,9851.714285714286
107,2013-03-16,McDouble,107034.0,1.0,1430.0467741935483,1570481.0,0.0681536421007322,107034.0,15290.57142857143
108,2013-03-16,Total All Day Breakfast Items,306746.0,1.43,1430.0467741935483,1570481.0,0.1953197778260291,438646.77999999997,43820.857142857145
109,2013-03-16,Total Fries,308823.0,1.39,1430.0467741935483,1570481.0,0.19664230258118373,429263.97,44117.57142857143
110,2013-03-23,Beef Category,308697.0,1.62,1381.9274193548388,1522350.0,0.2027766282392354,500089.14,44099.57142857143
111,2013-03-23,Big Mac,27280.0,3.59,1381.9274193548388,1522350.0,0.017919663677866456,97935.2,3897.1428571428573
112,2013-03-23,Cheeseburger,57424.0,0.99,1381.9274193548388,1522350.0,0.03772062929024206,56849.76,8203.42857142857
113,2013-03-23,Chicken Category,245925.0,1.95,1381.9274193548388,1522350.0,0.16154300916346437,479553.75,35132.142857142855
114,2013-03-23,Core QP and QPC,27064.0,3.87,1381.9274193548388,1522350.0,0.017777777777777778,104737.68000000001,3866.285714285714
115,2013-03-23,Hamburger,18848.0,0.89,1381.9274193548388,1522350.0,0.01238085854107137,16774.72,2692.5714285714284
116,2013-03-23,Large Burgers,65859.0,3.88,1381.9274193548388,1522350.0,0.04326140506453838,255532.91999999998,9408.42857142857
117,2013-03-23,McChicken,64759.0,1.0,1381.9274193548388,1522350.0,0.04253883798075344,64759.0,9251.285714285714
118,2013-03-23,McDouble,101602.0,1.0,1381.9274193548388,1522350.0,0.06674023713337932,101602.0,14514.57142857143
119,2013-03-23,Total All Day Breakfast Items,312293.0,1.5,1381.9274193548388,1522350.0,0.20513876572404507,468439.5,44613.28571428572
120,2013-03-23,Total Fries,292599.0,1.38,1381.9274193548388,1522350.0,0.19220218740762637,403786.62,41799.857142857145
121,2013-03-30,Beef Category,324453.0,1.59,1411.275806451613,1599733.0,0.2028169700818824,515880.27,46350.42857142857
122,2013-03-30,Big Mac,27816.0,3.59,1411.275806451613,1599733.0,0.017387901606080516,99859.44,3973.714285714286
123,2013-03-30,Cheeseburger,60214.0,0.99,1411.275806451613,1599733.0,0.0376400311802032,59611.86,8602.0
124,2013-03-30,Chicken Category,265886.0,1.92,1411.275806451613,1599733.0,0.1662064857073024,510501.12,37983.71428571428
125,2013-03-30,Core QP and QPC,28086.0,3.97,1411.275806451613,1599733.0,0.017556679770936775,111501.42,4012.285714285714
126,2013-03-30,Hamburger,19926.0,0.89,1411.275806451613,1599733.0,0.012455828566392017,17734.14,2846.5714285714284
127,2013-03-30,Large Burgers,67375.0,3.81,1411.275806451613,1599733.0,0.04211640317477979,256698.75,9625.0
128,2013-03-30,McChicken,70185.0,1.0,1411.275806451613,1599733.0,0.04387294629791347,70185.0,10026.42857142857
129,2013-03-30,McDouble,109172.0,1.0,1411.275806451613,1599733.0,0.06824388819884318,109172.0,15596.0
130,2013-03-30,Total All Day Breakfast Items,318445.0,1.44,1411.275806451613,1599733.0,0.19906134336167347,458560.8,45492.142857142855
131,2013-03-30,Total Fries,308175.0,1.37,1411.275806451613,1599733.0,0.19264152205399276,422199.75000000006,44025.0
132,2013-04-06,Beef Category,322058.0,1.58,1354.4306451612904,1584468.0,0.20325939053360498,508851.64,46008.28571428572
133,2013-04-06,Big Mac,27359.0,3.59,1354.4306451612904,1584468.0,0.017266994347629613,98218.81,3908.4285714285716
134,2013-04-06,Cheeseburger,59480.0,0.99,1354.4306451612904,1584468.0,0.0375394138600464,58885.2,8497.142857142857
135,2013-04-06,Chicken Category,273385.0,2.1,1354.4306451612904,1584468.0,0.17254056251057137,574108.5,39055.0
136,2013-04-06,Core QP and QPC,26762.0,3.99,1354.4306451612904,1584468.0,0.01689021173037259,106780.38,3823.1428571428573
137,2013-04-06,Hamburger,19817.0,0.89,1354.4306451612904,1584468.0,0.012507037062282103,17637.13,2831.0
138,2013-04-06,Large Burgers,65485.0,3.79,1354.4306451612904,1584468.0,0.04132932946578915,248188.15,9355.0
139,2013-04-06,McChicken,70213.0,1.0,1354.4306451612904,1584468.0,0.044313296324065866,70213.0,10030.42857142857
140,2013-04-06,McDouble,111799.0,1.0,1354.4306451612904,1584468.0,0.07055932969299475,111799.0,15971.285714285714
141,2013-04-06,Total All Day Breakfast Items,303994.0,1.46,1354.4306451612904,1584468.0,0.1918587185099352,443831.24,43427.71428571428
142,2013-04-06,Total Fries,304116.0,1.36,1354.4306451612904,1584468.0,0.19193571596270798,413597.76,43445.142857142855
143,2013-04-13,Beef Category,305329.0,1.59,1427.1147540983607,1548231.0,0.19721152722042123,485473.11000000004,43618.42857142857
144,2013-04-13,Big Mac,26271.0,3.59,1427.1147540983607,1548231.0,0.01696839812663614,94312.89,3753.0
145,2013-04-13,Cheeseburger,55733.0,0.99,1427.1147540983607,1548231.0,0.03599785820074653,55175.67,7961.857142857143
146,2013-04-13,Chicken Category,280357.0,2.26,1427.1147540983607,1548231.0,0.18108215117769894,633606.82,40051.0
147,2013-04-13,Core QP and QPC,26487.0,3.85,1427.1147540983607,1548231.0,0.017107912191397796,101974.95,3783.8571428571427
148,2013-04-13,Hamburger,18954.0,0.89,1427.1147540983607,1548231.0,0.01224235918283512,16869.06,2707.714285714286
149,2013-04-13,Large Burgers,63616.0,4.04,1427.1147540983607,1548231.0,0.04108947566609892,257008.64,9088.0
150,2013-04-13,McChicken,64148.0,1.0,1427.1147540983607,1548231.0,0.04143309364041929,64148.0,9164.0
151,2013-04-13,McDouble,104515.0,1.0,1427.1147540983607,1548231.0,0.06750607628964929,104515.0,14930.714285714286
152,2013-04-13,Total All Day Breakfast Items,314758.0,1.44,1427.1147540983607,1548231.0,0.2033017036863362,453251.51999999996,44965.42857142857
153,2013-04-13,Total Fries,288063.0,1.39,1427.1147540983607,1548231.0,0.18605944461776053,400407.56999999995,41151.857142857145
154,2013-04-20,Beef Category,328029.0,1.7,1474.332786885246,1634947.0,0.20063586159062036,557649.2999999999,46861.28571428572
155,2013-04-20,Big Mac,34225.0,3.59,1474.332786885246,1634947.0,0.02093340028759342,122867.75,4889.285714285715
156,2013-04-20,Cheeseburger,59550.0,0.99,1474.332786885246,1634947.0,0.03642319903947957,58954.5,8507.142857142857
157,2013-04-20,Chicken Category,278183.0,2.25,1474.332786885246,1634947.0,0.1701480231469277,625911.75,39740.42857142857
158,2013-04-20,Core QP and QPC,32610.0,3.68,1474.332786885246,1634947.0,0.019945600683080246,120004.8,4658.571428571428
159,2013-04-20,Hamburger,19840.0,0.89,1474.332786885246,1634947.0,0.012134949940273294,17657.6,2834.285714285714
160,2013-04-20,Large Burgers,78216.0,3.77,1474.332786885246,1634947.0,0.04784008288953709,294874.32,11173.714285714286
161,2013-04-20,McChicken,64631.0,1.0,1474.332786885246,1634947.0,0.039530945039808627,64631.0,9233.0
162,2013-04-20,McDouble,106947.0,1.0,1474.332786885246,1634947.0,0.06541312959991975,106947.0,15278.142857142857
163,2013-04-20,Total All Day Breakfast Items,327947.0,1.48,1474.332786885246,1634947.0,0.20058570705961723,485361.56,46849.57142857143
164,2013-04-20,Total Fries,304769.0,1.39,1474.332786885246,1634947.0,0.1864091007231427,423628.91,43538.42857142857
165,2013-04-27,Beef Category,342225.0,1.68,1546.3934426229507,1695919.0,0.20179324602177345,574938.0,48889.28571428572
166,2013-04-27,Big Mac,35921.0,3.59,1546.3934426229507,1695919.0,0.021180846490899623,128956.39,5131.571428571428
167,2013-04-27,Cheeseburger,62639.0,0.99,1546.3934426229507,1695919.0,0.03693513664272881,62012.61,8948.42857142857
168,2013-04-27,Chicken Category,288234.0,2.42,1546.3934426229507,1695919.0,0.16995740952250668,697526.28,41176.28571428572
169,2013-04-27,Core QP and QPC,34487.0,3.81,1546.3934426229507,1695919.0,0.02033528723954387,131395.47,4926.714285714285
170,2013-04-27,Hamburger,21174.0,0.89,1546.3934426229507,1695919.0,0.012485266100562586,18844.86,3024.8571428571427
171,2013-04-27,Large Burgers,81821.0,4.0,1546.3934426229507,1695919.0,0.04824581834391855,327284.0,11688.714285714286
172,2013-04-27,McChicken,67613.0,1.0,1546.3934426229507,1695919.0,0.03986805973634354,67613.0,9659.0
173,2013-04-27,McDouble,111112.0,1.0,1546.3934426229507,1695919.0,0.06551728001160433,111112.0,15873.142857142857
174,2013-04-27,Total All Day Breakfast Items,335055.0,1.45,1546.3934426229507,1695919.0,0.19756544976499468,485829.75,47865.0
175,2013-04-27,Total Fries,315638.0,1.37,1546.3934426229507,1695919.0,0.1861162001251239,432424.06000000006,45091.142857142855
176,2013-05-04,Beef Category,345458.0,1.65,1614.6133333333335,1703755.0,0.20276272116589533,570005.7,49351.142857142855
177,2013-05-04,Big Mac,34314.0,3.59,1614.6133333333335,1703755.0,0.02014021969121147,123187.26,4902.0
178,2013-05-04,Cheeseburger,62871.0,0.99,1614.6133333333335,1703755.0,0.03690143242426288,62242.29,8981.57142857143
179,2013-05-04,Chicken Category,286792.0,2.14,1614.6133333333335,1703755.0,0.16832936660494027,613734.88,40970.28571428572
180,2013-05-04,Core QP and QPC,33243.0,2.19,1614.6133333333335,1703755.0,0.019511608183101443,72802.17,4749.0
181,2013-05-04,Hamburger,21376.0,0.89,1614.6133333333335,1703755.0,0.01254640485281041,19024.64,3053.714285714286
182,2013-05-04,Large Burgers,79034.0,4.02,1614.6133333333335,1703755.0,0.046388125053191336,317716.68,11290.57142857143
183,2013-05-04,McChicken,70474.0,1.0,1614.6133333333335,1703755.0,0.04136392849910932,70474.0,10067.714285714286
184,2013-05-04,McDouble,115417.0,1.0,1614.6133333333335,1703755.0,0.06774272122458921,115417.0,16488.14285714286
185,2013-05-04,Total All Day Breakfast Items,339948.0,1.47,1614.6133333333335,1703755.0,0.19952868810362992,499723.56,48564.0
186,2013-05-04,Total Fries,314828.0,1.38,1614.6133333333335,1703755.0,0.1847847841972584,434462.63999999996,44975.42857142857
187,2013-05-11,Beef Category,342247.0,1.68,1581.8786885245902,1684986.0,0.20311563419518025,574974.96,48892.42857142857
188,2013-05-11,Big Mac,34061.0,3.59,1581.8786885245902,1684986.0,0.020214411277007644,122278.98999999999,4865.857142857143
189,2013-05-11,Cheeseburger,63055.0,0.99,1581.8786885245902,1684986.0,0.03742167590709952,62424.45,9007.857142857143
190,2013-05-11,Chicken Category,275683.0,1.99,1581.8786885245902,1684986.0,0.1636114484037256,548609.17,39383.28571428572
191,2013-05-11,Core QP and QPC,34290.0,3.92,1581.8786885245902,1684986.0,0.02035031745070879,134416.8,4898.571428571428
192,2013-05-11,Hamburger,21184.0,0.89,1581.8786885245902,1684986.0,0.012572211282467629,18853.760000000002,3026.285714285714
193,2013-05-11,Large Burgers,77339.0,3.94,1581.8786885245902,1684986.0,0.04589889767630117,304715.66,11048.42857142857
194,2013-05-11,McChicken,69976.0,1.0,1581.8786885245902,1684986.0,0.041529128431927624,69976.0,9996.57142857143
195,2013-05-11,McDouble,113705.0,1.0,1581.8786885245902,1684986.0,0.06748127284143607,113705.0,16243.57142857143
196,2013-05-11,Total All Day Breakfast Items,343672.0,1.47,1581.8786885245902,1684986.0,0.20396133855118084,505197.83999999997,49096.0
197,2013-05-11,Total Fries,309774.0,1.36,1581.8786885245902,1684986.0,0.18384366398296484,421292.64,44253.42857142857
198,2013-05-18,Beef Category,334141.0,1.6,1560.7672131147542,1641255.0,0.20358871717070168,534625.6,47734.42857142857
199,2013-05-18,Big Mac,33607.0,3.59,1560.7672131147542,1641255.0,0.020476403727635255,120649.12999999999,4801.0
200,2013-05-18,Cheeseburger,63386.0,0.99,1560.7672131147542,1641255.0,0.038620445939235526,62752.14,9055.142857142857
201,2013-05-18,Chicken Category,261128.0,2.18,1560.7672131147542,1641255.0,0.1591026379203719,569259.04,37304.0
202,2013-05-18,Core QP and QPC,36892.0,3.91,1560.7672131147542,1641255.0,0.022477920859342394,144247.72,5270.285714285715
203,2013-05-18,Hamburger,21091.0,0.89,1560.7672131147542,1641255.0,0.012850532062354722,18770.99,3013.0
204,2013-05-18,Large Burgers,70939.0,3.97,1560.7672131147542,1641255.0,0.04322241211755638,281627.83,10134.142857142857
205,2013-05-18,McChicken,71343.0,1.0,1560.7672131147542,1641255.0,0.043468565213815036,71343.0,10191.857142857143
206,2013-05-18,McDouble,112038.0,1.0,1560.7672131147542,1641255.0,0.06826361534313681,112038.0,16005.42857142857
207,2013-05-18,Total All Day Breakfast Items,337340.0,1.44,1560.7672131147542,1641255.0,0.20553783537597753,485769.6,48191.42857142857
208,2013-05-18,Total Fries,299350.0,1.43,1560.7672131147542,1641255.0,0.18239091426987275,428070.5,42764.28571428572
209,2013-05-25,Beef Category,333923.0,1.5,1535.7819672131147,1626736.0,0.20527178349775255,500884.5,47703.28571428572
210,2013-05-25,Big Mac,31576.0,3.59,1535.7819672131147,1626736.0,0.01941064807073797,113357.84,4510.857142857143
211,2013-05-25,Cheeseburger,64101.0,0.99,1535.7819672131147,1626736.0,0.03940467291558065,63459.99,9157.285714285714
212,2013-05-25,Chicken Category,249101.0,2.08,1535.7819672131147,1626736.0,0.15312933383167274,518130.08,35585.857142857145
213,2013-05-25,Core QP and QPC,35543.0,3.91,1535.7819672131147,1626736.0,0.02184927363751709,138973.13,5077.571428571428
214,2013-05-25,Hamburger,21065.0,0.89,1535.7819672131147,1626736.0,0.012949243147013406,18747.85,3009.285714285714
215,2013-05-25,Large Burgers,67241.0,3.71,1535.7819672131147,1626736.0,0.041334918511669996,249464.11,9605.857142857143
216,2013-05-25,McChicken,77322.0,1.0,1535.7819672131147,1626736.0,0.047531990439751745,77322.0,11046.0
217,2013-05-25,McDouble,113427.0,1.0,1535.7819672131147,1626736.0,0.06972674115529502,113427.0,16203.857142857143
218,2013-05-25,Total All Day Breakfast Items,337430.0,1.43,1535.7819672131147,1626736.0,0.20742763423198354,482524.89999999997,48204.28571428572
219,2013-05-25,Total Fries,296007.0,1.36,1535.7819672131147,1626736.0,0.18196376056102526,402569.52,42286.71428571428
220,2013-06-01,Beef Category,338973.0,1.6,1466.7262295081969,1615137.0,0.20987259904268182,542356.8,48424.71428571428
221,2013-06-01,Big Mac,29333.0,1.99,1466.7262295081969,1615137.0,0.018161307678543678,58372.67,4190.428571428572
222,2013-06-01,Cheeseburger,63800.0,0.99,1466.7262295081969,1615137.0,0.03950129307916295,63162.0,9114.285714285714
223,2013-06-01,Chicken Category,236756.0,2.02,1466.7262295081969,1615137.0,0.14658570759013012,478247.12,33822.28571428572
