,wk_ending,itemdesc,totunits,wavg_price,agc_atpd,total_week_units,item_proportion,rev,adus,cost,cost_total,profit
0,2013-01-12,Beef Category,338249.0,1.51,1338.5903225806453,1499153.0,0.2256267372309564,510755.99,48321.28571428572,1.1144761904761904,376970.45695238095,133785.53304761904
1,2013-01-12,Big Mac,29791.0,3.69,1338.5903225806453,1499153.0,0.0198718876592315,109928.79,4255.857142857143,2.343206349206349,69806.46034920635,40122.32965079365
2,2013-01-12,Cheeseburger,53842.0,0.99,1338.5903225806453,1499153.0,0.0359149466398693,53303.58,7691.714285714285,0.5994920634920634,32277.851682539676,21025.728317460325
3,2013-01-12,Chicken Category,204602.0,1.98,1338.5903225806453,1499153.0,0.1364783981354805,405111.96,29228.85714285714,1.256063492063492,256993.1026031746,148118.85739682542
4,2013-01-12,Core QP and QPC,25947.0,3.63,1338.5903225806453,1499153.0,0.0173077731225565,94187.61,3706.714285714286,2.3965079365079363,62182.19142857142,32005.418571428578
5,2013-01-12,Hamburger,19516.0,0.89,1338.5903225806453,1499153.0,0.013018017507219,17369.24,2788.0,0.534,10421.544,6947.696000000002
6,2013-01-12,Large Burgers,66050.0,2.7,1338.5903225806453,1499153.0,0.0440582115367811,178335.0,9435.714285714286,2.4187936507936505,159761.32063492062,18573.679365079384
7,2013-01-12,McChicken,72252.0,1.0,1338.5903225806453,1499153.0,0.048195214230969,72252.0,10321.714285714286,0.6295555555555555,45486.648,26765.352
8,2013-01-12,McDouble,113089.0,1.0,1338.5903225806453,1499153.0,0.0754352624448605,113089.0,16155.57142857143,0.723968253968254,81872.84587301587,31216.154126984125
9,2013-01-12,Total All Day Breakfast Items,293279.0,1.45,1338.5903225806453,1499153.0,0.1956297989598126,425254.55,41897.0,1.0560370370370369,309713.48618518515,115541.06381481484
10,2013-01-12,Total Fries,282536.0,1.44,1338.5903225806453,1499153.0,0.1884637525322632,406851.84,40362.28571428572,0.8779365079365079,248048.6692063492,158803.17079365082
11,2013-01-19,Beef Category,327743.0,1.52,1306.975806451613,1460283.0,0.2244380027706958,498169.36,46820.42857142857,1.1144761904761904,365261.77009523805,132907.58990476193
12,2013-01-19,Big Mac,29452.0,3.69,1306.975806451613,1460283.0,0.0201686933286219,108677.88,4207.428571428572,2.343206349206349,69012.1133968254,39665.766603174605
13,2013-01-19,Cheeseburger,53323.0,0.99,1306.975806451613,1460283.0,0.0365155247304803,52789.77,7617.571428571428,0.5994920634920634,31966.715301587297,20823.0546984127
14,2013-01-19,Chicken Category,199612.0,1.72,1306.975806451613,1460283.0,0.1366940517694173,343332.64,28516.0,1.256063492063492,250725.34577777778,92607.29422222223
15,2013-01-19,Core QP and QPC,25572.0,3.65,1306.975806451613,1460283.0,0.0175116741070052,93337.8,3653.142857142857,2.3965079365079363,61283.50095238095,32054.299047619053
16,2013-01-19,Hamburger,18295.0,0.89,1306.975806451613,1460283.0,0.0125283934689371,16282.55,2613.5714285714284,0.534,9769.53,6513.019999999999
17,2013-01-19,Large Burgers,65418.0,3.57,1306.975806451613,1460283.0,0.0447981658349785,233542.26,9345.42857142857,2.4187936507936505,158232.64304761903,75309.61695238098
18,2013-01-19,McChicken,69090.0,1.0,1306.975806451613,1460283.0,0.0473127469127559,69090.0,9870.0,0.6295555555555555,43495.99333333333,25594.006666666668
19,2013-01-19,McDouble,107397.0,1.0,1306.975806451613,1460283.0,0.0735453333360725,107397.0,15342.42857142857,0.723968253968254,77752.01857142858,29644.981428571424
20,2013-01-19,Total All Day Breakfast Items,289730.0,1.44,1306.975806451613,1460283.0,0.1984067471853058,417211.2,41390.0,1.0560370370370369,305965.6107407407,111245.58925925929
21,2013-01-19,Total Fries,274651.0,1.38,1306.975806451613,1460283.0,0.1880806665557292,379018.38,39235.857142857145,0.8779365079365079,241126.13984126982,137892.2401587302
22,2013-01-26,Beef Category,310103.0,1.58,1157.451612903226,1371810.0,0.2260538995925091,489962.7400000001,44300.42857142857,1.1144761904761904,345602.41009523807,144360.32990476204
23,2013-01-26,Big Mac,29139.0,3.69,1157.451612903226,1371810.0,0.0212412797690642,107522.91,4162.714285714285,2.343206349206349,68278.6898095238,39244.220190476204
24,2013-01-26,Cheeseburger,51214.0,0.99,1157.451612903226,1371810.0,0.0373331583819916,50701.86,7316.285714285715,0.5994920634920634,30702.386539682535,19999.473460317466
25,2013-01-26,Chicken Category,183532.0,2.01,1157.451612903226,1371810.0,0.1337882068216443,368899.32,26218.85714285714,1.256063492063492,230527.84482539684,138371.47517460317
26,2013-01-26,Core QP and QPC,25324.0,3.58,1157.451612903226,1371810.0,0.0184602824006239,90659.92,3617.714285714286,2.3965079365079363,60689.166984126976,29970.753015873022
27,2013-01-26,Hamburger,17262.0,0.89,1157.451612903226,1371810.0,0.0125833752487589,15363.18,2466.0,0.534,9217.908000000001,6145.271999999999
28,2013-01-26,Large Burgers,64928.0,3.55,1157.451612903226,1371810.0,0.047330169629905,230494.4,9275.42857142857,2.4187936507936505,157047.43415873015,73446.96584126985
29,2013-01-26,McChicken,64411.0,1.0,1157.451612903226,1371810.0,0.0469532952814165,64411.0,9201.57142857143,0.6295555555555555,40550.30288888889,23860.697111111112
30,2013-01-26,McDouble,98763.0,1.0,1157.451612903226,1371810.0,0.0719946639840794,98763.0,14109.0,0.723968253968254,71501.27666666667,27261.723333333328
31,2013-01-26,Total All Day Breakfast Items,267444.0,1.43,1157.451612903226,1371810.0,0.1949570275767052,382444.92,38206.28571428572,1.0560370370370369,282430.7693333333,100014.15066666668
32,2013-01-26,Total Fries,259690.0,1.38,1157.451612903226,1371810.0,0.1893046413133014,358372.19999999995,37098.57142857143,0.8779365079365079,227991.33174603173,130380.86825396822
33,2013-02-02,Beef Category,340341.0,1.69,1234.6370967741937,1479014.0,0.230113440440726,575176.29,48620.142857142855,1.1144761904761904,379301.94114285713,195874.3488571429
34,2013-02-02,Big Mac,36728.0,3.69,1234.6370967741937,1479014.0,0.0248327602037573,135526.32,5246.857142857143,2.343206349206349,86061.28279365078,49465.037206349225
35,2013-02-02,Cheeseburger,53386.0,0.99,1234.6370967741937,1479014.0,0.036095669141739,52852.14,7626.571428571428,0.5994920634920634,32004.483301587297,20847.656698412702
36,2013-02-02,Chicken Category,193747.0,2.0,1234.6370967741937,1479014.0,0.1309974077324487,387494.0,27678.14285714286,1.256063492063492,243358.5333968254,144135.4666031746
37,2013-02-02,Core QP and QPC,31715.0,3.67,1234.6370967741937,1479014.0,0.0214433399548618,116394.05,4530.714285714285,2.3965079365079363,76005.2492063492,40388.80079365081
38,2013-02-02,Hamburger,17519.0,0.89,1234.6370967741937,1479014.0,0.011845053528905,15591.91,2502.714285714286,0.534,9355.146,6236.763999999999
39,2013-02-02,Large Burgers,79766.0,3.74,1234.6370967741937,1479014.0,0.0539318762364656,298324.84,11395.142857142857,2.4187936507936505,192937.49434920633,105387.3456507937
